"HplID";"Hpl_Wgs84North";"Hpl_Wgs84East";"Hpl_SwerefEast";"Hpl_SwerefNorth";"KommunNamn";"LanNamn";"TatortKod";"TatortNamn";"Befolkning2018";"TatortTyp"
"780662";59,9785466308837;18,0614239577237;670829,081065383;6652974,96239097;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780663";59,9877379732779;17,4209052395225;635062,374178238;6652516,94401768;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780664";59,9810046400012;17,9687430856429;665647,504461746;6653012,77382339;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780665";59,9853519515263;17,7382320095901;652770,696447152;6652941,77471094;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780666";59,9916264032364;17,3715997520175;632296,888937671;6652850,15590829;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780667";59,9786324135662;18,1729258870988;677047,366736253;6653277,73773034;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780668";59,983963373072;17,8524306085992;659146,123040297;6653056,4913558;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780669";59,9876036258353;17,7080616484362;651077,804950359;6653123,09855577;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780670";59,9804299429563;18,1888042997647;677923,267309445;6653520,37976942;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780671";59,9905442878526;17,5063038001938;639813,429399505;6653006,7722624;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780672";59,9848497425638;17,9460216137225;664361,201681816;6653384,0242621;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780674";59,9918520645475;17,5681615567456;643257,351112295;6653284,70922935;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780675";59,9945292091841;17,3675432696289;632059,097785987;6653165,19022068;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780676";59,9956321836244;17,314349288644;629088,511561224;6653182,96571058;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780677";59,9911983600298;17,7103109829949;651186,842784707;6653528,35129544;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780678";59,994212614657;17,5009900052639;639501,650276532;6653403,89034027;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780679";59,9836315352987;18,2270250099976;680037,325475904;6653980,08707624;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780680";59,9906558581704;17,8602993196952;659552,735694399;6653820,31167214;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780681";59,996282784511;17,3650092371365;631910,810462637;6653355,34205332;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780682";59,9983397381244;17,4878477220408;638751,537579548;6653835,65609178;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780683";60,0005720136807;17,3062572211492;628618,099195077;6653717,11538908;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780684";59,9988757875089;17,3605606830152;631652,4533292;6653635,13276179;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780685";59,9985797052285;17,513921683027;640204,247267537;6653917,35393034;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780686";59,987546732489;18,2571877097362;681697,745922919;6654498,25516688;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780687";59,9935213818384;17,9538766697939;664756,12542484;6654368,66806939;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780688";60,0002095686125;17,4727781039235;637903,556561578;6654012,27978068;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780689";59,9995758979464;17,8617487903831;659590,579338795;6654816,59355726;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780690";60,003198758791;17,3639543733141;631824,466471887;6654123,12732086;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780691";60,1816655428419;17,4795324086792;637521,926861593;6674225,48755574;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780692";60,0015685342888;17,5639279482889;642979,329447906;6654357,10623882;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780693";59,9904737136336;18,2692700275581;682355,265813528;6654857,21833485;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780694";60,0020809863989;17,5160023596577;640305,420437375;6654311,50820995;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780696";60,0033774994557;17,4607294547098;637218,702016811;6654339,86143108;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780697";59,9881737230967;18,0560754268771;670481,243134972;6654032,54306271;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780699";60,0006603063019;17,718455655226;651597,694929629;6654600,15850977;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780700";60,0065714964102;17,3641847129724;631823,882555152;6654499,04092485;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780701";60,0073149506289;17,5291276850696;641014,832433643;6654922,03658296;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780702";60,007078459062;17,7302834696575;652227,532629007;6655341,69969727;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780703";60,0092558323655;17,5603733908431;642748,033855604;6655205,11705516;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780704";60,0121765017018;17,372266327248;632251,986549676;6655139,12679668;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780705";60,0029236126266;18,0604482116516;670649,058207591;6655685,31174278;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780706";60,0136588527765;17,2897254969056;627645,933001812;6655141,95404074;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780708";60,0139588937133;17,4225424612764;635046,743855849;6655439,1475881;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780710";60,0003674192392;18,3099531614018;684568,120697533;6656071,02104645;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780711";60,0111015425243;17,7326870426074;652342,982112833;6655795,0223508;"Uppsala";"Uppsala l‰n";"T0660";"Vattholma";1405;"Medelstor t√§tort"
"780712";60,012191518638;17,5590226451097;642660,101601606;6655528,98024005;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780714";60,017153845127;17,5807172137812;643847,556141265;6656128,34385828;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780715";60,0094575349431;17,967158228343;665416,975142503;6656175,41304929;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780716";60,0146597052924;17,733109309718;652350,138571204;6656192,03488362;"Uppsala";"Uppsala l‰n";"T0660";"Vattholma";1405;"Medelstor t√§tort"
"780717";60,1748065352533;17,4852382201312;637867,038109656;6673473,85728158;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780718";60,0155041557688;17,6551800969735;648003,979537103;6656109,04186476;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780719";60,0198676986948;17,2820048204317;627191,78289394;6655818,26947141;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780720";60,0117155462831;17,8576605227492;659304,27270331;6656157,85969012;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780722";60,0193000033301;17,555776045732;642448,578570601;6656313,24430534;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780723";60,017053346235;17,7339660606676;652386,858030655;6656460,43221847;"Uppsala";"Uppsala l‰n";"T0660";"Vattholma";1405;"Medelstor t√§tort"
"780726";60,0240991297414;17,3676465271985;631946,976373723;6656457,12930495;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780727";60,0188106711424;17,735359824219;652456,419999478;6656659,24326115;"Uppsala";"Uppsala l‰n";"T0660";"Vattholma";1405;"Medelstor t√§tort"
"780728";60,0171925040565;17,932597104153;663452,866904172;6656950,32033976;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780729";60,0103138152736;18,3341647958647;685861,596134446;6657245,62037138;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780730";60,0174795477303;17,9253511959393;663047,766861789;6656964,37650644;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780731";60,0232832029174;17,5539596357706;642330,241947913;6656752,71338034;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780732";60,0233994762949;17,536942758679;641381,718944697;6656729,14874681;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780733";60,0216365569592;17,6963843890831;650272,085424051;6656884,55735031;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780736";60,0223795763845;17,7251816307785;651872,970392491;6657033,05616204;"Uppsala";"Uppsala l‰n";"T0660";"Vattholma";1405;"Medelstor t√§tort"
"780737";60,0189309606001;17,941713422043;663952,143735572;6657166,37253209;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780738";60,0243135352611;17,5595390753276;642636,635377932;6656879,42531923;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780740";60,0241249501245;17,5743640944928;643463,336073648;6656890,50671583;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780741";60,0039044269849;17,9887058189177;666645,640297052;6655611,49644377;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780743";60,0256608084566;17,5702842619983;643229,405053078;6657052,62120795;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780745";60,0291182228761;17,2768022075579;626866,415046463;6656838,08062026;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780746";60,0204632599651;17,9568446788793;664787,458409244;6657374,52545779;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780747";60,0208686120863;17,9211732851845;662798,335542983;6657331,2691151;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780749";60,0252404506721;17,664478511972;648478,415304647;6657213,61568395;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780750";60,0221910797241;17,8572335464883;659230,077383475;6657322,7442296;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780751";60,0143468671355;18,3448766453426;686435,666924712;6657724,55113488;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780753";60,0218757209919;17,8877277718889;660930,299235461;6657361,47694566;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780754";60,0195183491814;18,0629956568636;670705,441882607;6657538,68795936;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780755";60,0289860025073;17,4321389662872;635520,00401968;6657131,56926224;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780756";60,0241336582405;17,7476894141574;653118,721324357;6657280,20516152;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780757";60,0278609315705;17,5499495712652;642087,180267562;6657253,64870677;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780758";60,0281034713124;17,5942754526853;644555,189653311;6657376,72877742;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780759";60,0218350596958;17,9876279407172;666495,358671392;6657604,31938148;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780761";60,033766323609;17,2664587537485;626272,473757223;6657335,72823706;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780762";60,0177199128501;18,3567063849555;687075,584176903;6658133,2963562;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780763";60,1532342667619;17,4908730289478;638270,14279979;6671084,26901249;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780764";60,023428651402;17,8734558258256;660127,757493973;6657499,66250339;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780766";60,0323991849777;17,4623600111375;637189,265532632;6657573,83952079;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780767";60,0247066841036;17,9942401204941;666849,195660947;6657940,57776746;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780768";60,0313165110075;17,5520515072105;642189,412776541;6657642,8180758;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780769";60,1429811042;17,8207309360033;656622,526995431;6670679,48285853;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780770";60,0331798628511;17,5455467548701;641819,127029583;6657836,26257726;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780771";60,0185771097312;18,3915942270056;689013,921058335;6658327,91489876;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780772";60,0246965533186;18,0689286231794;671009,173874223;6658130,29384595;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780774";60,0335738079549;17,5339940140503;641174,022909843;6657855,38948827;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780775";60,0374125333032;17,2516183576213;625432,049830534;6657713,39471051;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780776";60,0338224929869;17,3584163693613;631394,114710114;6657521,16125141;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780777";60,0330514407748;17,8764617858179;660248,581854965;6658577,94269006;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780778";60,0271189853123;18,0580057155265;670388,333467053;6658371,67934744;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780779";60,1434747037541;17,4980070621897;638707,138617775;6670012,82409871;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780781";60,1349670369376;17,8151828420658;656352,630390524;6669774,35334519;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780784";60,1295941127746;17,8136674391906;656293,987688277;6669172,74802965;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780785";60,021803169962;18,403383049303;689652,035507644;6658720,64211202;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780786";60,0359780456175;17,482547113324;638298,666099546;6658014,28231056;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780787";60,0366781316179;17,5245017672386;640632,16327714;6658180,71418473;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780789";60,0399644024286;17,5043209557285;639494,451993464;6658503,77008186;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780790";60,1307415000463;17,5094646401834;639397,011993312;6668619,53118597;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780791";60,0384323968236;17,6648786745635;648441,499329005;6658682,88237101;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780792";60,039642056093;17,5504450435314;642064,174834815;6658566,10605778;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780793";60,0402022006761;17,6711700503821;648783,857669278;6658894,01836872;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780794";60,1211859402993;17,8009025080543;655624,906529802;6668206,75641284;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780795";60,0402814587452;17,5455253883712;641787,490691788;6658626,71860331;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780796";60,0608098167927;17,6690285902547;648571,970735646;6661182,99274061;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780797";60,0430847076378;17,5508061096952;642069,489331033;6658950,09422396;"Uppsala";"Uppsala l‰n";"T0512";"Bj√∂rklinge";3336;"Medelstor t√§tort"
"780798";60,0367051951835;17,7499886189228;653188,573953915;6658684,79401207;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780799";60,0413222285325;17,6636770332498;648361,623471349;6659001,84645439;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780801";60,0466199073652;17,4963697426464;639023,713638742;6659227,88048167;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780802";60,1222042504182;17,510138965521;639470,583008989;6667670,62181603;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780803";60,0509027677014;17,6687036769475;648598,429697218;6660079,52801561;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780804";60,0477512985503;17,5495803533738;641981,201793773;6659466,91390485;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780805";60,1110357096468;17,7844781025156;654760,331565121;6667038,4170264;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780806";60,0641907918545;17,6667406504863;648429,468769518;6661554,1823718;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780807";60,0515601266663;17,4820625388613;638206,536732797;6659747,80497155;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780808";60,0478502148525;17,6610458488768;648185,864464731;6659722,56317742;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780809";60,1143591191215;17,3612704391929;631232,67532126;6666492,29340305;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780810";60,0501832085195;17,7510862938949;653187,240656209;6660187,49610373;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780811";60,0565579638355;17,5468846346486;641793,349538855;6660441,42718045;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780812";60,1102046757498;17,5341223542949;640853,989844553;6666385,77055376;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780813";60,0555327752623;17,6573830479569;647947,577027072;6660569,49229231;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780814";60,1114820082834;17,366224508699;631519,404333132;6666181,85935282;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780815";60,0576132119303;17,4790475757534;638013,431976727;6660415,31273267;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780816";60,0561687978734;17,7531084973725;653272,038612665;6660858,40504596;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780818";60,1060309129912;17,7787287571387;654464,351636806;6666467,90967882;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780819";60,0625803042875;17,4710200262255;637545,985244542;6660951,49957801;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780820";60,0637636493548;17,5444086259106;641624,661167384;6661238,20946301;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780821";60,1069010618046;17,5450808997861;641477,068137236;6666041,44599693;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780822";60,0664384083955;17,7568570961198;653432,954168105;6662010,15293252;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780823";60,0732237682626;17,4641730375901;637120,788551011;6662122,07127486;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780824";60,1077331000909;17,396851999591;633236,388399819;6665825,89396188;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780825";60,0731178064558;17,6186832336204;645716,17500514;6662440,89958474;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780826";60,1065081267676;17,3731102393985;631921,910880048;6665641,88683352;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780827";60,0761903498357;17,4624175534425;637010,82564414;6662448,6623462;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780828";60,0741585211291;17,6499110966588;647448,578645786;6662626,00522946;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780829";60,0729085868661;17,7582812504598;653482,116076028;6662733,61746565;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780830";60,0755407227844;17,6331175890321;646508,339569295;6662742,50805426;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780831";60,0770204654283;17,5412254865568;641390,783656899;6662707,06120913;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780832";60,0749925494067;17,7460072635171;652789,762234426;6662937,12972228;"Uppsala";"Uppsala l‰n";"T0620";"Skyttorp";632;"Mindre t√§tort"
"780833";60,0773714078691;17,6351234338672;646611,778277865;6662950,72986451;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780834";60,1017877144123;17,6353620740859;646516,618138982;6665669,03883994;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780836";60,076923980922;17,6703867213668;648575,044731646;6662979,68429461;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780837";60,0630538014779;17,5789432306045;643549,33299008;6661233,69555851;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780838";60,0831040510675;17,6347760816132;646567,008717704;6663588,05935035;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780839";60,0802180988432;17,7380122619675;652320,977192523;6663500,30243202;"Uppsala";"Uppsala l‰n";"T0620";"Skyttorp";632;"Mindre t√§tort"
"780840";60,0815117308235;17,7019676661164;650310,608267958;6663561,7545122;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780841";60,0824010047667;17,713178541873;650929,970435018;6663686,29009322;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780842";60,0961573548185;17,5537551063445;642005,333687554;6664864,13004484;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780843";60,0817034318708;17,7621797192717;653658,025516543;6663721,57954065;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780844";60,0867446522067;17,5513517204773;641912,20388261;6663811,20378856;"Uppsala";"Uppsala l‰n";"T0590";"L√§by";230;"Mindre t√§tort"
"780845";60,0899545702745;17,5543793093244;642066,73258591;6664175,01714255;"Uppsala";"Uppsala l‰n";"T0590";"L√§by";230;"Mindre t√§tort"
"780846";60,0910001483129;17,6305400412729;646296,448597598;6664457,58757019;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780847";60,0928106636513;17,5583594042403;642275,705919891;6664501,50260717;"Uppsala";"Uppsala l‰n";"T0590";"L√§by";230;"Mindre t√§tort"
"780848";60,090023984344;17,7702044197694;654065,417588588;6664666,37555756;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780849";59,8382392451797;17,414730653434;635325,224045443;6635862,59437815;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780850";59,8549718799072;17,8318663497728;658613,762338713;6638650,60986864;"Uppsala";"Uppsala l‰n";"T0548";"Gunsta";618;"Mindre t√§tort"
"780851";59,7952870594046;17,4201261442332;635802,18571994;6631092,38460676;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780852";59,7933662147413;17,577740134355;644651,948314344;6631212,05234105;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780853";59,8864590828227;17,3864250572831;633545,931226868;6641172,82453428;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780854";59,8803272399756;17,3924206837743;633906,022174571;6640502,35014349;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780857";59,7941714392555;17,4399527327455;636918,970941573;6631008,99159998;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780858";59,9106357579639;17,1526505819253;620379,452913876;6643415,95800271;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780860";59,9616313280149;17,7029736078996;650912,222627783;6650220,63039549;"Uppsala";"Uppsala l‰n";"T0628";"Storvreta";6281;"Medelstor t√§tort"
"780861";60,0704415222309;17,7575426163401;653452,493669722;6662457,30767637;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780862";60,0533915315176;17,7194945830617;651414,105757199;6660471,80788684;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780863";60,0692995107147;17,7245296184997;651621,319384662;6662253,99903911;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780864";60,0181520616913;17,6384686327183;647061,022045351;6656366,490998;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780865";60,0156858810137;17,6317861855098;646699,621415418;6656077,13931743;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780866";60,0515891111315;17,7409351436347;652615,725168226;6660320,49791003;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"780867";59,9995612537757;17,5116062097964;640071,001636388;6654021,7080652;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
