"hpl_id";"lat";"long"
700141;59,8759714935547;17,6765351048775
700256;59,8705024551435;17,6791563017007
700636;59,865321960515;17,6816857859676
700053;59,8607195080108;17,68522888495
700201;59,8576566535593;17,6890900575777
700203;59,8517978900278;17,6944519137722
700270;59,847939392372;17,6899150498378
700499;59,8460313571032;17,6940003235839
700547;59,8457176525482;17,673820193091
700401;59,8447909853572;17,6663459038083
700218;59,839555984757;17,6510865876017
700021;59,8399897690036;17,6399608779627
700525;59,8431577905149;17,6387613703692
700593;59,8493672106511;17,6364261138053
700066;59,8523449566573;17,6340555101865
700065;59,8548903776591;17,6324282444277
700094;59,8573721350879;17,6263172075477
700129;59,8616048368504;17,6182120564553
700322;59,8631221714731;17,613635281693
700003;59,8658108655908;17,6100498686452
700374;59,868859428532;17,6077153206669
700566;59,8696181530035;17,6139342805909
700552;59,8695360801738;17,6179472508886
700330;59,8694655142281;17,6243712882717
700532;59,8705674128842;17,6290918243901
700125;59,8713605147563;17,6392240476561
700126;59,8675861527103;17,6394805123358
700137;59,8701839484257;17,6476228869936
700135;59,8744387711921;17,6540906600465
700134;59,8770749384294;17,65561216631
700132;59,8813778620717;17,6554404273416
700002;59,8865048716543;17,6554037673157
700567;59,8867656229401;17,6598486970543
700613;59,8841460770805;17,6698848776784
700255;59,8798337696531;17,6745194890264
700607;59,8974444113734;17,6351571996288
700115;59,8947437249771;17,6369742918825
700117;59,8925293356334;17,6425522274786
700118;59,8920194892838;17,6475627033964
700119;59,8895668923017;17,6463907392514
700121;59,8859868849804;17,6430129458171
700122;59,8817816808697;17,6458352634286
700123;59,8776380025861;17,645534833446
700124;59,8741299377134;17,6408587143049
700581;59,8642024146623;17,6439180608761
700062;59,8618843769905;17,6459680300386
700600;59,8582849365157;17,6452694748046
700600;59,8573756028404;17,6473789913299
700001;59,8585561123509;17,6386979910383
700064;59,8565746820461;17,6346266706211
700065;59,8546493903613;17,6323257998081
700575;59,8515479982768;17,6293719250938
700583;59,8507212489344;17,62488324189
700069;59,8476502456075;17,6177566937966
700070;59,8447352529973;17,6162422874416
700071;59,8421094888771;17,6165457350356
700072;59,8393403182222;17,6122567171389
700166;59,8404786873673;17,6078049572773
700169;59,8405721738543;17,6016196494604
700170;59,8398693408155;17,5965332938505
700189;59,8397470423261;17,5843604314437
700191;59,8386351281472;17,5769338322722
700002;59,8868181555462;17,6548316415524
700132;59,880933565286;17,6551120970891
700134;59,8764886067026;17,6551688333352
700135;59,874018668773;17,6533173153537
700137;59,8702340420021;17,6472506862651
700139;59,8671337617097;17,6461687393044
700600;59,8580883201672;17,6458476460721
700325;59,8559713587971;17,6444278483901
700578;59,852965865749;17,639764738743
700587;59,8504542920478;17,6428208301173
700494;59,8474955319698;17,6425328833195
700025;59,8458002172037;17,6372651241296
700525;59,8431797035029;17,6384771155515
700021;59,8400029615083;17,639658331732
700022;59,8322919063486;17,6389311952209
700020;59,8262045000852;17,6292527167172
700579;59,8224152767417;17,6266920970682
